8784be8;Tracy Reith;Fri Feb 22 17:31:38 2019 -0800;Update README with mockups, add Sketch mockup files to project
70e9ecf;Tracy Reith;Fri Feb 22 14:32:21 2019 -0800;Update README with wireframes
8b1aba8;Tracy Reith;Fri Feb 22 13:01:15 2019 -0800;Update README with modification to font recommendation
5a668bb;Tracy Reith;Fri Feb 22 11:27:59 2019 -0800;Update README with design recommendations
4d8eab9;Tracy Reith;Fri Feb 22 11:02:19 2019 -0800;Update README with competitive analysis
7abf918;Tracy Reith;Fri Feb 22 10:03:25 2019 -0800;Update README withuser description and user stories
d14ef0e;Tracy Reith;Fri Feb 22 08:48:23 2019 -0800;Add README with description and non-technical requirements
